,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,PG,SG,SF,PF,C,Player Name
3,2016-17,24.0,UTA,NBA,C,81.0,2744.0,23.3,0.681,0.002,0.762,13.6,29.5,21.8,5.7,0.9,6.4,15.0,16.7,,8.3,6.0,14.3,0.25,,2.2,2.2,4.4,4.4,False,False,False,False,True,Rudy Gobert
4,2017-18,25.0,UTA,NBA,C,56.0,1816.0,20.7,0.657,0.0,0.673,10.4,27.0,18.8,6.9,1.2,6.0,15.7,16.9,,4.2,3.9,8.1,0.214,,0.9,2.5,3.4,2.5,False,False,False,False,True,Rudy Gobert
5,2018-19,26.0,UTA,NBA,C,81.0,2577.0,24.6,0.682,0.0,0.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,,8.7,5.7,14.4,0.268,,3.0,2.5,5.4,4.8,False,False,False,False,True,Rudy Gobert
6,2019-20,27.0,UTA,NBA,C,68.0,2333.0,21.7,0.699,0.0,0.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,,6.5,4.2,10.7,0.221,,1.7,1.9,3.6,3.3,False,False,False,False,True,Rudy Gobert
7,2020-21,28.0,UTA,NBA,C,71.0,2187.0,23.5,0.683,0.007,0.646,12.2,33.5,23.3,6.0,0.9,7.0,13.7,17.0,,6.1,5.2,11.3,0.248,,2.1,2.8,4.9,3.8,False,False,False,False,True,Rudy Gobert
8,2021-22,29.0,UTA,NBA,C,66.0,2120.0,24.7,0.732,0.008,0.864,12.9,36.3,25.0,5.1,1.0,5.7,14.5,16.9,,7.3,4.3,11.7,0.264,,2.9,1.7,4.6,3.6,False,False,False,False,True,Rudy Gobert
9,2022-23,30.0,MIN,NBA,C,32.0,997.0,19.1,0.694,0.012,0.626,12.6,28.2,20.7,4.2,1.1,3.9,14.6,15.5,,2.3,1.4,3.7,0.179,,0.3,0.1,0.4,0.6,False,False,False,False,True,Rudy Gobert
10,Career,,,NBA,,643.0,19298.0,22.0,0.672,0.003,0.727,12.6,30.2,21.7,6.7,1.1,6.0,15.1,16.2,,50.9,39.4,90.3,0.225,,1.7,2.1,3.8,28.4,False,False,False,False,True,Rudy Gobert
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,Rudy Gobert
12,9 seasons,,UTA,NBA,,611.0,18301.0,22.1,0.671,0.003,0.732,12.6,30.4,21.7,6.8,1.1,6.1,15.1,16.2,,48.6,37.9,86.6,0.227,,1.8,2.2,4.0,27.8,False,False,False,False,True,Rudy Gobert
13,1 season,,MIN,NBA,,32.0,997.0,19.1,0.694,0.012,0.626,12.6,28.2,20.7,4.2,1.1,3.9,14.6,15.5,,2.3,1.4,3.7,0.179,,0.3,0.1,0.4,0.6,False,False,False,False,True,Rudy Gobert
0,2021-22,23.0,WAS,NBA,SG,2.0,6.0,-20.4,0.0,0.333,0.0,0.0,18.2,9.2,0.0,0.0,0.0,0.0,22.2,,-0.1,0.0,-0.1,-0.533,,-24.7,-9.4,-34.1,0.0,True,True,False,False,False,Jordan Goodwin
1,2022-23,24.0,WAS,NBA,PG,29.0,569.0,16.0,0.558,0.3,0.194,6.4,15.1,10.9,19.9,2.6,2.4,13.2,16.3,,0.7,0.8,1.5,0.127,,0.0,2.0,1.9,0.6,True,True,False,False,False,Jordan Goodwin
2,Career,,,NBA,,31.0,575.0,15.6,0.549,0.301,0.191,6.4,15.2,10.9,19.7,2.6,2.4,13.0,16.3,,0.6,0.8,1.4,0.12,,-0.3,1.8,1.6,0.5,True,True,False,False,False,Jordan Goodwin
0,2014-15,19.0,ORL,NBA,PF,47.0,797.0,11.4,0.517,0.231,0.293,6.4,17.8,12.0,6.3,1.3,2.2,13.9,15.5,,0.3,0.7,1.0,0.06,,-2.6,-0.1,-2.7,-0.2,False,False,True,True,False,Aaron Gordon
1,2015-16,20.0,ORL,NBA,PF,78.0,1863.0,17.0,0.541,0.245,0.333,9.0,21.3,15.1,10.3,1.6,2.4,9.0,17.3,,3.2,2.2,5.4,0.139,,0.9,0.1,1.0,1.4,False,False,True,True,False,Aaron Gordon
2,2016-17,21.0,ORL,NBA,SF,80.0,2298.0,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,,2.0,1.7,3.7,0.077,,-0.3,-0.7,-1.0,0.6,False,False,True,True,False,Aaron Gordon
3,2017-18,22.0,ORL,NBA,PF,58.0,1909.0,16.5,0.53,0.395,0.26,5.0,21.5,13.2,11.7,1.5,1.9,10.0,24.7,,0.9,2.0,2.9,0.072,,0.9,-0.6,0.3,1.1,False,False,True,True,False,Aaron Gordon
4,2018-19,23.0,ORL,NBA,PF,78.0,2633.0,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,,1.8,3.3,5.1,0.093,,0.3,0.3,0.6,1.7,False,False,True,True,False,Aaron Gordon
5,2019-20,24.0,ORL,NBA,PF,62.0,2017.0,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,,1.4,2.3,3.7,0.087,,-0.1,0.1,0.0,1.0,False,False,True,True,False,Aaron Gordon
6,2020-21,25.0,TOT,NBA,PF,50.0,1384.0,14.5,0.547,0.353,0.299,6.0,16.4,11.1,17.8,1.2,2.3,14.7,20.7,,0.7,1.2,1.9,0.066,,0.2,-0.1,0.1,0.7,False,False,True,True,False,Aaron Gordon
7,2020-21,25.0,ORL,NBA,PF,25.0,736.0,14.9,0.537,0.382,0.358,5.3,18.5,11.7,23.0,1.1,2.5,16.5,23.8,,0.0,0.6,0.6,0.037,,0.5,0.1,0.6,0.5,False,False,True,True,False,Aaron Gordon
8,2020-21,25.0,DEN,NBA,PF,25.0,648.0,14.1,0.564,0.311,0.214,6.7,13.9,10.3,11.8,1.3,2.1,11.7,17.2,,0.7,0.6,1.3,0.099,,-0.1,-0.3,-0.4,0.3,False,False,True,True,False,Aaron Gordon
9,2021-22,26.0,DEN,NBA,PF,75.0,2376.0,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,,3.2,2.0,5.2,0.105,,0.5,-1.1,-0.6,0.9,False,False,True,True,False,Aaron Gordon
10,2022-23,27.0,DEN,NBA,PF,32.0,973.0,20.9,0.644,0.231,0.414,10.1,16.2,13.2,11.5,1.5,2.3,10.9,21.3,,2.5,0.9,3.3,0.165,,2.9,-0.7,2.2,1.0,False,False,True,True,False,Aaron Gordon
11,Career,,,NBA,,560.0,16250.0,15.6,0.549,0.316,0.282,6.2,17.8,11.9,13.1,1.3,1.9,11.1,20.5,,15.9,16.2,32.1,0.095,,0.3,-0.3,0.0,8.3,False,False,True,True,False,Aaron Gordon
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,Aaron Gordon
13,7 seasons,,ORL,NBA,,428.0,12253.0,15.2,0.531,0.323,0.276,5.9,18.8,12.2,13.6,1.3,1.9,10.8,20.8,,9.5,12.8,22.3,0.087,,0.1,-0.1,0.0,6.1,False,False,True,True,False,Aaron Gordon
14,3 seasons,,DEN,NBA,,132.0,3997.0,16.5,0.608,0.291,0.302,7.2,14.7,11.0,11.6,1.1,1.9,11.9,19.7,,6.4,3.4,9.9,0.118,,1.0,-0.9,0.1,2.2,False,False,True,True,False,Aaron Gordon
0,2008-09,20.0,LAC,NBA,SG,78.0,2677.0,14.9,0.593,0.374,0.388,1.9,6.9,4.3,13.6,1.5,1.0,13.5,20.7,,3.9,0.7,4.6,0.082,,0.6,-1.0,-0.4,1.0,False,True,True,False,False,Eric Gordon
1,2009-10,21.0,LAC,NBA,SG,62.0,2229.0,14.1,0.571,0.409,0.381,1.3,7.1,4.2,13.8,1.6,0.5,13.6,21.5,,2.3,0.9,3.2,0.069,,0.1,-1.0,-0.9,0.6,False,True,True,False,False,Eric Gordon
2,2010-11,22.0,LAC,NBA,SG,56.0,2112.0,18.5,0.566,0.307,0.367,2.5,6.6,4.5,20.7,1.7,0.7,12.0,26.5,,4.2,1.1,5.3,0.12,,3.0,-1.0,2.0,2.2,False,True,True,False,False,Eric Gordon
3,2011-12,23.0,NOH,NBA,SG,9.0,310.0,19.2,0.549,0.286,0.464,0.8,8.7,4.8,19.3,2.3,1.1,12.5,29.4,,0.5,0.3,0.7,0.115,,2.2,-0.3,1.9,0.3,False,True,True,False,False,Eric Gordon
4,2012-13,24.0,NOH,NBA,SG,42.0,1264.0,15.4,0.523,0.296,0.38,0.9,6.4,3.6,19.3,1.9,0.5,14.6,29.4,,0.8,0.3,1.1,0.042,,0.6,-1.9,-1.3,0.2,False,True,True,False,False,Eric Gordon
5,2013-14,25.0,NOP,NBA,SG,64.0,2057.0,14.9,0.54,0.316,0.273,1.7,7.7,4.7,16.6,1.9,0.5,12.8,23.2,,2.0,0.5,2.5,0.058,,1.0,-1.4,-0.5,0.8,False,True,True,False,False,Eric Gordon
6,2014-15,26.0,NOP,NBA,SG,61.0,2018.0,12.7,0.544,0.454,0.192,1.6,7.4,4.5,17.6,1.3,0.5,14.0,19.8,,2.2,0.7,2.9,0.069,,0.2,-1.2,-1.0,0.5,False,True,True,False,False,Eric Gordon
7,2015-16,27.0,NOP,NBA,SG,45.0,1481.0,13.5,0.565,0.533,0.226,0.7,6.9,3.7,12.7,1.4,0.8,10.7,20.3,,1.7,0.4,2.1,0.069,,0.9,-1.0,-0.1,0.7,False,True,True,False,False,Eric Gordon
8,2016-17,28.0,HOU,NBA,SG,75.0,2323.0,13.2,0.557,0.651,0.172,1.4,8.1,4.7,12.3,1.0,1.4,10.0,22.1,,2.5,1.4,3.8,0.079,,1.3,-1.4,-0.1,1.1,False,True,True,False,False,Eric Gordon
9,2017-18,29.0,HOU,NBA,SG,69.0,2154.0,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1.0,1.1,10.8,24.7,,2.9,1.8,4.7,0.105,,2.0,-1.6,0.4,1.3,False,True,True,False,False,Eric Gordon
10,2018-19,30.0,HOU,NBA,SG,68.0,2158.0,12.2,0.549,0.64,0.162,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22.0,,1.7,1.0,2.6,0.059,,0.5,-1.8,-1.3,0.4,False,True,True,False,False,Eric Gordon
11,2019-20,31.0,HOU,NBA,SF,36.0,1016.0,10.3,0.51,0.654,0.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,,-0.1,0.6,0.5,0.024,,-1.8,-2.1,-3.9,-0.5,False,True,True,False,False,Eric Gordon
12,2020-21,32.0,HOU,NBA,SG,27.0,789.0,14.4,0.577,0.572,0.311,1.0,7.1,3.9,14.6,0.8,1.5,10.9,25.2,,0.6,0.2,0.8,0.048,,0.7,-1.7,-1.1,0.2,False,True,True,False,False,Eric Gordon
13,2021-22,33.0,HOU,NBA,SG,57.0,1669.0,12.1,0.614,0.534,0.239,1.0,6.5,3.7,14.1,0.8,1.0,14.6,18.6,,1.5,-0.1,1.4,0.04,,-0.1,-2.2,-2.3,-0.1,False,True,True,False,False,Eric Gordon
14,2022-23,34.0,HOU,NBA,SG,31.0,922.0,9.5,0.551,0.554,0.224,0.9,6.5,3.7,12.0,0.9,1.2,14.5,17.0,,0.2,0.2,0.4,0.023,,-1.7,-1.5,-3.2,-0.3,False,True,True,False,False,Eric Gordon
15,Career,,,NBA,,780.0,25179.0,14.0,0.561,0.486,0.275,1.4,7.1,4.2,14.2,1.3,0.9,11.9,22.4,,26.7,10.0,36.7,0.07,,0.7,-1.4,-0.7,8.4,False,True,True,False,False,Eric Gordon
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,Eric Gordon
17,7 seasons,,HOU,NBA,,363.0,11031.0,12.7,0.563,0.617,0.215,1.1,7.1,4.1,11.6,0.9,1.2,10.6,21.9,,9.2,5.1,14.3,0.062,,0.5,-1.7,-1.2,2.1,False,True,True,False,False,Eric Gordon
18,5 seasons,,"NOH,NOP",NBA,,221.0,7130.0,14.2,0.542,0.388,0.276,1.3,7.3,4.2,16.7,1.6,0.6,13.1,23.0,,7.1,2.2,9.4,0.063,,0.7,-1.3,-0.6,2.5,False,True,True,False,False,Eric Gordon
19,3 seasons,,LAC,NBA,,196.0,7018.0,15.7,0.577,0.36,0.379,1.9,6.9,4.3,15.8,1.6,0.7,13.0,22.7,,10.4,2.6,13.1,0.089,,1.2,-1.0,0.2,3.8,False,True,True,False,False,Eric Gordon
0,2018-19,23.0,CHO,NBA,PG,46.0,676.0,10.3,0.459,0.56,0.213,1.6,8.6,5.0,24.8,1.7,0.3,11.3,17.0,,0.2,0.3,0.5,0.035,,-2.6,-1.3,-4.0,-0.3,True,False,False,False,False,Devonte' Graham
1,2019-20,24.0,CHO,NBA,PG,63.0,2211.0,15.8,0.537,0.607,0.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,,2.4,0.9,3.4,0.073,,2.5,-2.1,0.5,1.4,True,False,False,False,False,Devonte' Graham
2,2020-21,25.0,CHO,NBA,PG,55.0,1659.0,14.6,0.552,0.713,0.236,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,,2.5,0.9,3.4,0.099,,1.8,-1.1,0.7,1.1,True,False,False,False,False,Devonte' Graham
3,2021-22,26.0,NOP,NBA,PG,76.0,2162.0,12.1,0.514,0.691,0.172,1.9,7.3,4.5,21.0,1.6,0.5,10.7,19.5,,1.6,1.2,2.8,0.062,,0.2,-1.2,-1.0,0.5,True,False,False,False,False,Devonte' Graham
4,2022-23,27.0,NOP,NBA,PG,37.0,557.0,11.9,0.547,0.823,0.266,2.4,9.4,5.9,18.3,1.3,1.4,10.2,14.9,,0.7,0.6,1.3,0.112,,0.1,0.2,0.3,0.3,True,False,False,False,False,Devonte' Graham
5,Career,,,NBA,,277.0,7265.0,13.6,0.529,0.665,0.219,1.8,8.3,5.0,26.7,1.5,0.6,12.0,21.0,,7.4,4.0,11.4,0.075,,1.0,-1.4,-0.4,3.0,True,False,False,False,False,Devonte' Graham
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,Devonte' Graham
7,3 seasons,,CHO,NBA,,164.0,4546.0,14.5,0.534,0.64,0.236,1.7,8.6,5.1,30.5,1.4,0.5,12.6,22.4,,5.1,2.2,7.3,0.077,,1.5,-1.6,-0.1,2.1,True,False,False,False,False,Devonte' Graham
8,2 seasons,,NOP,NBA,,113.0,2719.0,12.0,0.52,0.712,0.187,2.0,7.8,4.8,20.4,1.6,0.7,10.6,18.5,,2.3,1.8,4.1,0.072,,0.2,-0.9,-0.8,0.8,True,False,False,False,False,Devonte' Graham
0,2014-15,20.0,PHI,NBA,SF,65.0,1377.0,8.7,0.47,0.443,0.548,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,,-0.9,1.4,0.5,0.019,,-3.9,0.6,-3.3,-0.5,False,False,True,True,False,Jerami Grant
1,2015-16,21.0,PHI,NBA,PF,77.0,2066.0,12.6,0.506,0.244,0.538,5.0,14.3,9.5,10.4,1.3,4.7,12.9,18.0,,0.5,1.6,2.1,0.05,,-2.1,0.4,-1.7,0.1,False,False,True,True,False,Jerami Grant
2,2016-17,22.0,TOT,NBA,PF,80.0,1531.0,10.1,0.556,0.354,0.448,2.7,12.1,7.4,4.2,1.1,4.1,10.1,12.1,,1.1,1.8,2.9,0.091,,-2.1,0.8,-1.3,0.3,False,False,True,True,False,Jerami Grant
3,2016-17,22.0,PHI,NBA,PF,2.0,41.0,3.0,0.39,0.118,0.471,0.0,16.2,8.1,0.0,0.0,7.7,12.8,24.9,,-0.2,0.0,-0.1,-0.144,,-8.0,-0.3,-8.3,-0.1,False,False,True,True,False,Jerami Grant
4,2016-17,22.0,OKC,NBA,PF,78.0,1490.0,10.3,0.566,0.367,0.447,2.8,12.0,7.4,4.3,1.1,4.0,9.9,11.8,,1.3,1.7,3.0,0.098,,-1.9,0.9,-1.1,0.4,False,False,True,True,False,Jerami Grant
5,2017-18,23.0,OKC,NBA,PF,81.0,1647.0,16.2,0.607,0.241,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16.0,,3.5,1.9,5.4,0.156,,0.0,0.3,0.3,1.0,False,False,True,True,False,Jerami Grant
6,2018-19,24.0,OKC,NBA,PF,80.0,2612.0,13.8,0.592,0.356,0.269,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,,4.0,3.3,7.3,0.134,,-0.4,0.6,0.2,1.5,False,False,True,True,False,Jerami Grant
7,2019-20,25.0,DEN,NBA,PF,71.0,1892.0,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,,2.8,1.6,4.4,0.111,,0.1,-0.6,-0.5,0.7,False,False,True,True,False,Jerami Grant
8,2020-21,26.0,DET,NBA,SF,54.0,1829.0,16.9,0.556,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,,1.6,1.6,3.2,0.083,,1.9,-0.8,1.1,1.4,False,False,True,True,False,Jerami Grant
9,2021-22,27.0,DET,NBA,PF,47.0,1500.0,16.1,0.556,0.363,0.371,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,,1.2,1.1,2.3,0.075,,1.4,-0.2,1.2,1.2,False,False,True,True,False,Jerami Grant
10,2022-23,28.0,POR,NBA,PF,34.0,1220.0,18.5,0.625,0.392,0.388,3.3,10.3,6.8,12.1,1.0,1.9,9.8,24.1,,2.8,0.9,3.7,0.144,,2.8,-0.9,1.9,1.2,False,False,True,True,False,Jerami Grant
11,Career,,,NBA,,589.0,15674.0,14.1,0.565,0.348,0.397,3.6,12.9,8.1,8.4,1.2,3.4,9.8,19.1,,16.5,15.3,31.8,0.097,,-0.3,0.1,-0.2,6.9,False,False,True,True,False,Jerami Grant
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,Jerami Grant
13,3 seasons,,OKC,NBA,,239.0,5749.0,13.6,0.591,0.325,0.377,4.0,13.7,8.7,4.5,1.0,3.7,8.0,14.6,,8.7,7.0,15.7,0.131,,-0.7,0.6,-0.1,2.8,False,False,True,True,False,Jerami Grant
14,3 seasons,,PHI,NBA,,144.0,3484.0,11.0,0.491,0.314,0.54,4.4,13.5,8.8,9.9,1.3,4.4,14.2,17.5,,-0.6,3.1,2.5,0.035,,-2.9,0.4,-2.4,-0.4,False,False,True,True,False,Jerami Grant
15,2 seasons,,DET,NBA,,101.0,3329.0,16.5,0.556,0.357,0.369,2.0,12.8,7.3,13.5,1.2,2.8,9.3,27.2,,2.8,2.7,5.5,0.079,,1.6,-0.5,1.1,2.6,False,False,True,True,False,Jerami Grant
16,1 season,,DEN,NBA,,71.0,1892.0,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,,2.8,1.6,4.4,0.111,,0.1,-0.6,-0.5,0.7,False,False,True,True,False,Jerami Grant
17,1 season,,POR,NBA,,34.0,1220.0,18.5,0.625,0.392,0.388,3.3,10.3,6.8,12.1,1.0,1.9,9.8,24.1,,2.8,0.9,3.7,0.144,,2.8,-0.9,1.9,1.2,False,False,True,True,False,Jerami Grant
0,2022-23,23.0,MIL,NBA,SG,14.0,110.0,14.5,0.709,0.784,0.108,2.9,10.3,6.7,6.8,0.9,0.0,7.2,15.9,,0.3,0.1,0.4,0.171,,0.4,0.2,0.5,0.1,False,True,False,False,False,A.J. Green
1,Career,,,NBA,,14.0,110.0,14.5,0.709,0.784,0.108,2.9,10.3,6.7,6.8,0.9,0.0,7.2,15.9,,0.3,0.1,0.4,0.171,,0.4,0.2,0.5,0.1,False,True,False,False,False,A.J. Green
0,2012-13,22.0,GSW,NBA,SF,79.0,1061.0,7.1,0.404,0.261,0.214,6.2,20.3,13.5,7.0,2.0,1.8,15.4,14.0,,-0.9,1.6,0.6,0.028,,-5.0,1.4,-3.6,-0.4,False,False,True,True,False,Draymond Green
1,2013-14,23.0,GSW,NBA,SF,82.0,1797.0,12.7,0.498,0.359,0.268,5.3,19.3,12.4,11.9,2.8,3.0,15.1,14.8,,0.7,3.8,4.5,0.119,,-1.7,3.6,1.9,1.8,False,False,True,True,False,Draymond Green
2,2014-15,24.0,GSW,NBA,PF,79.0,2490.0,16.4,0.54,0.43,0.261,5.1,22.4,14.0,16.1,2.4,2.9,13.5,17.2,,3.3,5.2,8.5,0.163,,0.7,2.8,3.5,3.5,False,False,True,True,False,Draymond Green
3,2015-16,25.0,GSW,NBA,PF,81.0,2808.0,19.3,0.587,0.315,0.402,5.5,23.0,14.7,29.0,2.0,3.0,21.2,18.8,,6.0,5.1,11.1,0.19,,2.6,2.9,5.5,5.3,False,False,True,True,False,Draymond Green
4,2016-17,26.0,GSW,NBA,PF,76.0,2471.0,16.5,0.522,0.405,0.328,4.7,20.9,13.3,27.6,3.0,3.4,19.8,16.2,,2.8,5.4,8.2,0.16,,1.0,3.9,4.9,4.3,False,False,True,True,False,Draymond Green
5,2017-18,27.0,GSW,NBA,PF,70.0,2287.0,16.1,0.556,0.414,0.279,3.9,21.1,13.1,29.0,2.0,3.1,22.5,17.2,,2.6,3.4,6.1,0.127,,0.9,1.9,2.8,2.8,False,False,True,True,False,Draymond Green
6,2018-19,28.0,GSW,NBA,PF,66.0,2065.0,12.9,0.526,0.391,0.216,3.2,20.8,12.4,26.8,2.2,2.8,26.8,13.1,,1.1,3.2,4.3,0.1,,-1.3,2.7,1.4,1.8,False,False,True,True,False,Draymond Green
7,2019-20,29.0,GSW,NBA,PF,43.0,1222.0,12.5,0.489,0.408,0.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,,-0.2,1.3,1.1,0.044,,-2.1,1.9,-0.2,0.5,False,False,True,True,False,Draymond Green
8,2020-21,30.0,GSW,NBA,PF,63.0,1982.0,13.3,0.53,0.332,0.232,3.0,20.9,12.1,36.4,2.5,2.3,31.0,13.1,,1.2,3.4,4.6,0.112,,-1.6,3.3,1.7,1.9,False,False,True,True,False,Draymond Green
9,2021-22,31.0,GSW,NBA,PF,46.0,1329.0,14.3,0.582,0.21,0.354,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,,0.8,2.8,3.6,0.131,,-1.4,4.6,3.2,1.8,False,False,True,True,False,Draymond Green
10,2022-23,32.0,GSW,NBA,PF,34.0,1063.0,11.9,0.58,0.29,0.201,2.8,20.8,11.9,27.7,1.1,2.5,25.8,12.4,,0.9,1.2,2.2,0.099,,-1.5,2.3,0.7,0.7,False,False,True,True,False,Draymond Green
11,Career,,,NBA,,719.0,20575.0,14.7,0.536,0.363,0.289,4.3,21.4,13.2,25.4,2.3,2.9,21.5,15.6,,18.3,36.5,54.8,0.128,,-0.3,2.9,2.6,23.8,False,False,True,True,False,Draymond Green
0,2021-22,19.0,HOU,NBA,SG,67.0,2138.0,12.5,0.547,0.48,0.247,1.7,10.0,5.8,13.1,1.0,0.8,11.3,23.7,,0.5,0.2,0.7,0.015,,-0.5,-2.4,-2.9,-0.5,False,True,False,False,False,Jalen Green
1,2022-23,20.0,HOU,NBA,SG,37.0,1272.0,14.1,0.535,0.414,0.345,1.9,11.9,6.9,17.3,1.1,0.6,12.7,27.7,,0.4,0.5,1.0,0.037,,0.0,-2.1,-2.1,0.0,False,True,False,False,False,Jalen Green
2,Career,,,NBA,,104.0,3410.0,13.1,0.542,0.453,0.287,1.8,10.7,6.2,14.7,1.0,0.7,11.9,25.2,,0.9,0.7,1.6,0.023,,-0.3,-2.3,-2.6,-0.5,False,True,False,False,False,Jalen Green
0,2014-15,24.0,TOT,NBA,PF,24.0,164.0,14.9,0.603,0.128,0.213,13.3,18.0,15.7,4.0,1.6,2.4,21.4,18.3,,0.1,0.3,0.4,0.119,,-1.9,0.6,-1.3,0.0,False,False,False,True,False,JaMychal Green
1,2014-15,24.0,SAS,NBA,PF,4.0,25.0,9.9,0.571,0.286,0.0,13.9,13.4,13.6,0.0,0.0,6.0,22.2,16.4,,0.0,0.0,0.0,0.071,,-5.3,1.1,-4.2,0.0,False,False,False,True,False,JaMychal Green
2,2014-15,24.0,MEM,NBA,PF,20.0,139.0,15.8,0.608,0.1,0.25,13.2,18.8,16.0,4.7,1.9,1.8,21.3,18.6,,0.1,0.2,0.4,0.127,,-1.2,0.5,-0.7,0.0,False,False,False,True,False,JaMychal Green
3,2015-16,25.0,MEM,NBA,PF,78.0,1446.0,14.6,0.52,0.091,0.277,10.5,19.3,14.7,7.7,1.6,2.1,13.0,19.8,,1.2,1.4,2.6,0.086,,-1.5,-1.0,-2.5,-0.2,False,False,False,True,False,JaMychal Green
4,2016-17,26.0,MEM,NBA,PF,77.0,2101.0,13.5,0.601,0.29,0.334,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,,3.2,2.6,5.8,0.132,,-0.9,0.2,-0.8,0.6,False,False,False,True,False,JaMychal Green
5,2017-18,27.0,MEM,NBA,PF,55.0,1542.0,14.0,0.53,0.26,0.227,10.8,24.4,17.4,8.3,1.0,1.5,12.4,17.8,,1.3,1.3,2.6,0.079,,-0.8,-1.5,-2.3,-0.1,False,False,False,True,False,JaMychal Green
6,2018-19,28.0,TOT,NBA,PF,65.0,1371.0,14.7,0.587,0.37,0.212,8.3,24.3,16.4,5.8,1.6,2.3,14.3,19.4,,0.9,1.9,2.9,0.101,,-1.3,-0.4,-1.7,0.1,False,False,False,True,False,JaMychal Green
7,2018-19,28.0,MEM,NBA,PF,41.0,900.0,14.9,0.58,0.308,0.256,8.8,22.8,15.7,6.5,1.8,2.7,15.6,20.4,,0.4,1.4,1.8,0.094,,-1.8,0.0,-1.8,0.1,False,False,False,True,False,JaMychal Green
8,2018-19,28.0,LAC,NBA,PF,24.0,471.0,14.3,0.6,0.488,0.128,7.4,27.3,17.7,4.3,1.2,1.3,11.7,17.6,,0.5,0.6,1.1,0.113,,-0.3,-1.2,-1.5,0.1,False,False,False,True,False,JaMychal Green
9,2019-20,29.0,LAC,NBA,PF,63.0,1307.0,11.1,0.576,0.676,0.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,,1.1,2.0,3.1,0.115,,-1.2,0.7,-0.5,0.5,False,False,False,True,False,JaMychal Green
10,2020-21,30.0,DEN,NBA,PF,58.0,1120.0,13.6,0.59,0.529,0.152,8.6,19.4,14.0,6.4,1.1,1.9,11.7,17.6,,1.4,1.2,2.6,0.11,,-0.5,-1.0,-1.5,0.1,False,False,False,True,False,JaMychal Green
11,2021-22,31.0,DEN,NBA,PF,67.0,1085.0,14.1,0.587,0.379,0.284,8.6,19.9,14.5,7.6,1.9,2.2,13.4,17.2,,1.2,1.4,2.7,0.118,,-2.0,0.1,-1.8,0.0,False,False,False,True,False,JaMychal Green
12,2022-23,32.0,GSW,NBA,PF,28.0,417.0,12.1,0.59,0.392,0.24,10.6,18.7,14.7,6.9,1.5,2.2,18.8,17.1,,0.1,0.5,0.6,0.074,,-3.3,-0.4,-3.7,-0.2,False,False,False,True,False,JaMychal Green
13,Career,,,NBA,,515.0,10553.0,13.6,0.57,0.348,0.237,9.1,21.7,15.3,6.7,1.4,1.9,13.5,17.0,,10.6,12.6,23.2,0.105,,-1.2,-0.4,-1.6,1.0,False,False,False,True,False,JaMychal Green
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,JaMychal Green
15,5 seasons,,MEM,NBA,,271.0,6128.0,14.1,0.557,0.227,0.275,9.8,21.7,15.6,7.1,1.4,1.9,13.8,17.5,,6.2,6.9,13.0,0.102,,-1.2,-0.6,-1.7,0.5,False,False,False,True,False,JaMychal Green
